si3,si4,si5,true_class,predicted_class
-0.436310952013442,-0.1456510276010989,1.0271500323784786,4,4
0.4653582347334303,1.0354222787080687,-1.2547263393748609,2,2
-0.436310952013442,-1.2268202341820535,-0.9216614028282897,2,2
0.4800736175599643,-0.6059492561862875,0.4675664819707227,3,3
0.7074447551178183,1.2814738013344085,-0.6903598293973243,1,1
0.48856091545197927,0.5310713999983925,-0.47086734421954657,2,2
-1.2732067042373953,1.5081609859701843,-0.17875950770195378,2,2
0.46449172696119867,-1.6581894543569269,-1.5874751128407523,2,2
-1.3678315148913713,-1.2311117872783939,0.7993160847761142,2,2
0.46449172696119867,0.38726894573511444,0.8082879668510209,3,2
-1.2890414629986968,1.2137221663861681,-1.2545866874412341,2,2
0.46455175902115947,0.2374227932686978,0.06169141220649081,2,2
0.4884344813707113,1.695846786141203,-1.6059612793812394,1,1
0.4681731785611101,1.3123777035825837,0.8922419748450822,2,2
0.4767720472912517,-1.3302828276951917,-1.7013983622407722,1,1
1.2271888182192547,1.5434058317745065,-0.6286314504713679,1,1
0.4649584714016656,-0.9975454241850413,0.9412275517363666,3,3
0.4712780521446136,1.6189741323466862,1.34775560153155,2,2
-1.279860804465591,1.4985062810377778,1.0572659162585414,2,3
1.2494767338826451,-1.2006915423585987,-0.9488293440138741,1,1
1.2494767338826451,1.5603018026115354,1.6739567805848923,1,1
-1.2841057081009546,-0.9164864847010104,-0.683505445583372,2,2
-1.287306131104653,-1.2934162565801384,-0.3328411878814162,2,2
-1.283747446032507,0.5929767950749478,-1.5335626347962223,2,2
-0.436310952013442,-0.7693212181007955,1.3502291407290887,3,4
0.4822220317958606,1.2577513719996951,0.5797378066015689,2,2
-1.2808722771157346,0.6297453788299929,-1.0262456079024225,2,2
-1.3693278767203623,0.5160691211500057,0.8362046902472806,3,3
0.31984554014586164,1.2558895259030565,0.9408187639943618,2,3
1.2044026943669288,0.20600345680532367,-0.08148550145608004,2,2
-1.2765287355940687,-0.24207704183399895,-0.9617119568580932,3,3
1.2494767338826451,-1.456040995869399,0.29323797230600285,2,2
0.464627040382525,1.655911537282196,1.5568251908576127,2,2
0.48402415176947505,-0.1483774396368541,1.5748728598590669,3,3
0.42451384955167265,-1.3912886884560922,1.0176060381158698,2,2
-0.3920449324430502,-0.16569211667366496,-1.169557883848782,3,3
0.48507789779946237,1.0930066554750977,-1.7129588096792543,1,1
1.023457186305002,-1.5413981129473486,-0.24173855786967455,1,1
-2.121998841848437,-0.8124014471849738,-0.1413821999010534,2,2
0.5085106692430057,-1.0156373928556373,-1.6752794787545489,2,2
-1.6474218583041993,-0.7731127768916563,1.0391132302740076,3,3
-1.2727704583997377,-0.7198267674827988,0.4495637748546113,3,3
1.1325923828476394,0.13929633606244055,0.7898653506785094,3,3
0.488798727342242,-0.14589816966438768,0.1618830158461346,3,3
1.2494767338826451,-0.19304347683395748,0.5525759027009421,3,3
0.46449172696119867,0.3299253108006411,-1.5460582258994688,2,2
0.4751274390891099,1.118565692260729,-0.48579500790522756,1,1
-0.035199118734616314,-0.6104841560608459,0.3621718508289782,3,4
0.16830126427985154,-1.164219180603326,1.405712583869981,2,3
0.6573289877110529,1.1485238784744567,-0.022722382699875397,2,2
0.3366367582547702,-0.32470222646154484,1.4274163055410842,3,3
0.4645558126329252,0.8381856091539202,1.4241113686545015,2,2
1.2494767338826451,-0.843526252275562,-0.6691589500128299,2,2
1.2494767338826451,-0.10811552024103054,-1.1216111965979823,2,2
0.47531294008468017,0.3818978928055829,1.0172113903307396,2,2
-0.034521393453193834,-0.1811018883795798,1.5535952434052418,3,3
0.6355672694606949,1.6196227120626858,0.841048181542558,2,2
0.4789447831977431,0.8928725790414611,0.25841697805693004,2,2
-0.13176715365748448,1.155622269147461,0.10019530915568245,2,3
0.3504173009964483,-0.4476872143371481,1.2448869386409245,3,3
0.4786689445685341,-1.1629949596498685,-0.8181062370876054,1,1
0.46449172696119867,-1.4136771440936202,-0.7459576632005731,2,2
0.04470953697629893,-0.4292113008277587,1.4761194010467158,3,3
1.2494767338826451,1.4238851283575955,-0.6899332475522867,1,1
-1.2764461191256982,-1.4790750640000532,-0.15054234994108853,2,2
-0.436310952013442,-1.3692885594864848,1.0497059644841376,3,3
0.31025816923224975,-0.03341157859241843,0.6140483325198762,3,3
1.2494767338826451,0.3011395053965636,1.0964467835025957,2,3
0.39627156426252336,0.22907176875809332,0.24100385947971442,3,2
0.5271090260829531,0.4787053159367973,0.8850189988968697,2,2
1.2494767338826451,0.3588502824077445,0.29373859032973226,2,3
-2.1169551836660707,0.5239571208819791,-0.3515745653533295,1,1
-1.2890439723774092,0.408980719295824,-0.8039764482718609,2,2
1.1943232921965963,0.29783282877608247,0.020263403950811398,2,2
-0.436310952013442,0.5588791086858508,-1.724420595171454,2,2
0.5683049173135487,-0.26433476715213555,1.5498271832120352,2,3
0.46449172696119867,-0.020611824429657418,-0.8168280803116917,2,2
1.2494767338826451,-1.6757024350386844,-1.6338929371139734,1,1
0.9884384203181549,-1.2934426338113802,-1.0543704587538028,1,1
0.47427637364741476,-1.1699905671026383,-1.6978068131946185,1,1
1.2490155872869975,-0.4777651590461534,-1.1303762222251277,2,2
0.7371440242930903,-1.1651478696088422,-0.038461425708687956,1,1
1.2472059391772468,-1.0304389701289647,-1.172679795675594,1,2
0.46756976949539475,-1.3581512609437818,0.3732836326695507,2,2
-0.436310952013442,0.09394692328575756,0.9841748904144277,3,3
0.46449172696119867,1.0494808599236136,-0.20517326489558518,2,2
-0.436310952013442,-0.36787019563604045,0.8328031568013748,4,4
-1.361418894106941,-1.288461080637882,-1.693297755710814,1,1
0.46449172696119867,1.078533611878531,0.16263735871400753,2,2
0.3727395758452827,-1.2961290745948224,-0.2755980350512734,2,2
-0.436310952013442,-0.7917489031849185,1.6951239782743592,3,4
0.47880483707725563,0.11504539603032976,-0.20030451232903743,2,2
1.2494767338826451,-0.61243558813645,-1.3602363144344813,2,2
1.232244251178655,1.6839898670464946,1.6566998370369772,1,1
-2.109776237228764,1.3337335311575442,0.47995371969656997,3,3
0.4836128066898079,0.37428042789397103,1.0642601108820406,2,3
-0.7676726736956846,0.23189778977565992,-1.0437893224858283,3,3
1.2494767338826451,1.6712813894896847,-1.3930929668094219,1,1
0.9215764105901683,0.7397804400131038,1.5100266998802168,1,1
1.2494767338826451,-0.5665093782854923,-0.5890962899258484,2,2
0.4794097903760247,0.6217891329719294,1.0427750024767743,2,2
-1.2727704583997377,-1.3691493242782757,-0.11659835077008215,2,2
-0.5532642144484671,0.5711457115526509,0.5741665047170486,3,3
-0.436310952013442,-1.457000547443059,1.2729997149223895,3,3
-1.3303510483878678,-0.08002839231588643,0.5968442946533009,3,3
-0.06669085642691745,-1.15733023791234,1.147463747906227,3,3
0.47489097840276917,1.5472969650445874,-0.6895603657681885,1,1
1.2494767338826451,-0.6206658190740302,-1.064416183171581,2,2
-0.436310952013442,0.2989540939963477,0.2588194107621369,3,3
0.488374835369014,0.9893692890844518,0.3684801781060981,2,2
0.47326007526897873,-0.4525213206856476,1.0849041301671474,3,3
-0.436310952013442,-0.22085056447476767,-1.2770789103029971,3,3
1.2494767338826451,1.0313155559946736,0.6678700924141205,2,2
1.2052798187414044,1.2160919251330478,-0.5885866159746823,1,1
0.47209437234260143,-0.2638123461621471,1.0985676181578692,3,3
0.46449172696119867,0.5037439156314545,-0.5615216263852186,2,2
-1.4569536440877824,-0.5179761008629585,1.5702622806624211,3,3
1.2494767338826451,0.19433135084226508,-1.7220341199780418,2,2
0.9897286270344828,-0.4676320411792832,-1.2725314048465672,2,2
0.3478888124002214,0.3493286367196594,-1.5083396526225379,2,2
-1.2208313378148703,-0.4768747851685557,-0.7911870955926464,3,2
1.047268101817559,-0.8524460347566095,1.0014267499329046,3,3
0.22172111133404182,1.1469881508731699,-0.3119814150970318,2,2
1.24674826710597,0.12543871519139138,-1.631676141403057,2,2
0.47957096970099994,-0.22141671749954878,1.1594897017901324,3,3
0.46449172696119867,0.5307127455592072,-0.9361512044786172,2,2
1.2494767338826451,-0.028607489498569356,0.6302339757396385,3,3
-0.5154575287123789,0.3366229538727654,-1.2426288913269832,2,3
-2.06253892023401,0.3111064415312222,0.8179388846077492,3,3
1.2447822653995366,-0.7932790241150781,-0.4595534722088107,2,2
1.098552660616809,-1.5914513330355342,-0.31412957641053474,1,1
0.46449172696119867,1.0000144944151403,-1.1352792919903825,2,2
-0.436310952013442,1.165909958624485,-0.19625810152409692,2,2
-1.2886669864831857,-1.0933472520341696,-1.3279546340138024,2,2
-0.436310952013442,-1.0618405032550977,-0.7055401057957092,2,2
0.4680046641291302,-1.5297621829515327,-1.0334361731629669,2,2
1.2494767338826451,-0.43084422222944824,-0.351557565629896,2,2
0.2154521042236011,-0.435669840940426,-0.06335585247993708,3,3
0.7480418699818595,-1.7408805734369293,-0.32878413238983956,1,1
1.2494767338826451,1.4557720439416857,1.4169735501993772,1,1
0.4088520448923804,1.5307684468075908,0.5415998008959978,2,2
-0.436310952013442,1.1177893149456204,1.4538422961805508,2,2
-1.2053731788895288,-1.654964065842143,-0.6770986152358893,2,2
1.2494767338826451,-0.9928049406187188,0.19984212726585368,2,2
1.2442939016963184,-1.4673625900048783,-0.24256757241991933,1,1
0.3425038787129976,-0.12957311320977458,-0.3937573931046416,2,2
-0.814822934552039,-0.7215138407019296,0.5498144803364726,3,3
1.2041839923607052,-1.4000620246872963,-0.5927552023620565,1,1
0.46926746070875586,1.6427453310945586,0.3533918908653583,2,2
1.2494767338826451,-1.743936053939614,-0.14129672465612583,1,1
-1.2868239443336493,0.4384197105118731,0.07085505751676455,2,3
-0.30009106588450074,-0.34096973259344876,1.4185100392211123,4,4
0.5002702556104438,-0.8900538422972757,-0.9628027989243982,2,2
1.2455285160227147,-0.3753753373608539,1.1572239722958741,3,2
-0.436310952013442,0.35209044841434733,-0.23329112520648826,3,2
0.467187185756352,-1.5783051556022927,1.2196305925240531,2,2
0.8889475382829825,-1.5142712093963997,0.9567055616087179,2,2
-1.2727704583997377,1.585594427636496,0.5784380427005433,3,3
0.728146164347711,1.2172622185359088,-1.1565456282538922,1,1
-1.3084827780568076,0.9168775673496916,-1.2803077456239291,2,2
1.2494767338826451,-0.8812311328575603,0.7020991149854986,3,3
1.227453268129693,-1.3956509718651147,-1.1181817009901671,1,1
-0.436310952013442,-1.0737834028079543,-0.9953783997969653,2,2
0.2731610585843158,-1.7139207659368676,1.5981790040586805,2,2
1.2097364753342505,1.0409383287785983,-0.12305347939722615,1,1
0.46449172696119867,1.6479073845757624,-0.78118919282677,2,2
-0.436310952013442,-0.08363739789484408,0.5855442448476,4,4
0.7426088720408408,-0.06894127779259625,0.7399308079174264,3,3
-1.3080722050936673,-1.7416628506951937,-0.05704847845833663,2,2
0.5054714255642826,-0.8478589152097369,0.6497226493349445,3,3
-0.4629750311217568,-0.5754147731858626,1.7135121183722442,4,4
0.04455762304964573,0.36790791999333927,-0.8187913100543848,2,2
0.48937742867909884,-1.0045521587235866,0.2474284839302303,2,2
1.2494767338826451,-1.1786647601370168,0.903732358002871,2,2
-1.5179189999003904,-0.49575151528400774,1.1710309252423017,3,2
0.484200580395855,1.3692185495016618,0.5341413708344354,2,2
1.2063851035495574,-0.05841372629910066,1.129010309805248,3,2
1.2494767338826451,1.175946900517403,1.4768484826433188,1,1
1.2280858245942958,-0.1145595347626545,-1.6115605434276696,2,2
0.4864914501309509,-1.524462084601528,0.6963422460264888,2,2
-0.8210046924949483,1.3877808575002981,0.6257682913819774,3,3
-1.2727704583997377,1.403909024916218,0.13865678623425062,2,2
1.243423340312321,-0.3658346117396402,-0.004098629612720493,2,2
-2.080544291581354,0.05653298580702357,0.5146179034126627,3,3
0.4743869793398828,-0.6440611120869407,-1.4129540455610659,2,2
0.2787988604340754,-1.0410559005858762,-1.5133796734307807,2,2
1.2494767338826451,1.6783055823395558,0.149388536874328,2,2
-0.3523145183803724,0.8427030334658571,1.654188008742733,2,2
-0.436310952013442,-1.6925013673369722,1.0481485038409704,3,3
0.46629017938131057,-0.519807688186806,1.3196431430019246,3,3
-0.436310952013442,0.7100529898803818,-1.3535898991997302,2,2
-0.436310952013442,1.3887209151097306,1.1250295147552425,3,3
0.3727013560772048,-1.2346988147065328,-1.3884987518325296,2,2
0.2710093628531804,0.6849705373918616,-1.681232241722844,2,2
1.2494767338826451,0.45414882095389997,0.474583395850773,2,2
1.0087288705266435,-0.2558391422803356,-0.9075392400567022,2,2
0.3708005982172882,-1.22670601335272,1.2476883977372188,2,2
0.9609985571295102,-0.49327574732458385,-0.41071024814179213,2,2
-2.1157657381564934,0.6408682035355393,0.11959739537462152,2,2
1.2470169636573056,1.5867317020592413,-1.6148033598295557,1,1
0.47435551559141464,0.5662154809840868,1.2462022723821038,2,2
0.2835367604718181,-1.463672348074111,1.0799622946774274,2,2
-0.436310952013442,-1.1650695487260185,1.2215847663393096,3,3
0.46449172696119867,-1.0065696115081262,1.1833546126001733,2,2
-1.2770468257835697,-1.045832439360371,-1.2948177245160888,2,2
-2.1028569149736027,1.371024553153873,-1.0231915360934243,1,1
1.2494767338826451,-0.7138425172449047,-0.2773016615407851,2,2
0.07638561748938,1.5124835223937387,-0.643553712375771,2,2
1.238366363119867,-0.5030511768248317,-0.6092651113344155,2,2
0.46928406121408256,1.280560327971767,0.43210458226061355,2,2
-1.2727704583997377,-0.7606719186862217,0.27469508706209705,3,2
-0.513469521684931,0.08534070035673683,0.03855828388369145,3,3
-0.436310952013442,-0.8818332203314431,-0.4063967669154333,3,3
0.24818289591232792,-1.2623012847281427,-1.3352143102995204,2,2
1.2469939931906326,0.17304054340108452,-0.442540244322083,2,2
0.49693123769018,-1.2024423591156221,-0.8630013945441259,1,1
1.2430004134847514,-1.4967900918579407,0.8115506427428997,2,2
0.3630811702112027,-0.23795525873939136,-1.624287140118508,3,2
0.42220213267035245,0.4973736676505695,1.2887797479185459,2,2
-1.451233418798784,0.8617224835512651,1.0195378104264143,3,3
-0.04750955160921565,-1.0638903367218089,-0.9189633719558761,2,2
-1.2768283168064776,1.5410759580234616,-1.1098483412374973,2,2
-1.2727704583997377,-0.09593146482451961,0.9784674318665193,3,3
-0.2741182240968279,0.5452014015784512,-0.6228969830170694,2,2
1.2494767338826451,-1.540719050191713,-1.7139052335343343,1,1
-0.436310952013442,-0.7587091180067012,-0.7724657926906486,3,3
0.4588454318296439,0.8071181128679,1.4011701624429893,2,2
0.46481756013551967,-0.737041852789094,0.5126251227488606,3,3
0.46768732423660414,0.06265381455357737,0.5553740254029176,3,3
0.46449172696119867,0.2507632720462659,0.10013430080242587,2,2
0.46449172696119867,0.8485702681645022,-0.28659177208333086,2,2
-1.2727704583997377,0.749576571068283,0.1319982964295838,2,3
-1.2727704583997377,-0.5983501121507899,-1.5786225465817203,2,2
-0.436310952013442,-1.1783382793644537,-1.1175407955291308,2,2
0.47619102960481424,-0.41988977017067647,1.2401427447956093,3,3
-1.2727704583997377,1.3976002778047751,-0.15469298334950957,2,2
0.48656074758923373,1.2476181333737546,-0.6493027964147039,1,1
1.2494767338826451,-0.5511016767350707,-0.3506381506812055,2,2
0.46558079732228824,-0.09419092983977861,-1.388463640254223,2,2
0.46449172696119867,0.49293461597534327,-0.6930720002266126,2,2
-0.436310952013442,1.131182617190855,-0.38238283049248895,2,2
-1.2877983553905052,1.4389044169836176,0.3788415889767964,3,3
-2.1210197980924197,-0.42674319244365944,1.0914445751632988,3,3
0.8692873281895162,-0.5944607902667658,1.209268546149675,3,2
0.46449172696119867,1.3144421488968172,-1.464435245402761,2,2
0.46449172696119867,-0.19249040029137474,-1.4096433891413656,2,2
0.5081275064165679,0.09400888994018537,-0.9050812706993173,2,2
1.204594179265582,-0.24145306246577636,-0.005675473118120744,2,2
-1.6272472255747348,-0.2074978545284943,-0.4681581920327371,2,2
0.46449172696119867,-1.0381020474666085,-0.2184475068824552,2,2
-0.39303478583044255,-1.360141939717277,1.670418931599678,2,2
-1.2749989797252925,-1.293731386000081,-0.04469587568303597,2,2
1.2494767338826451,1.071847026886999,1.531206289891439,1,1
0.43774522441364505,-1.3384884755362907,-1.1821812111916594,2,2
0.6325475217242741,1.4375233645002594,0.3278692687066679,2,2
1.2494767338826451,0.16067685024165676,-0.6673592035917546,2,2
-0.436310952013442,0.453724749601131,0.3831396592389213,3,3
0.9009358055367632,-0.4548210564229718,-1.2600855419062622,2,2
1.2148183532846943,-0.006306497930626097,-0.4078441265460826,2,2
